16.0	22.0	4.125	1.1	107.875	2.049204	0.0	0.625	0.06666667	0.13333334	0.0	0.0	0.8125	0.0	2.0	0.4375	-340.17724609375	-539.081298828125
18.0	18.0	4.0	1.0	306.3889	2.5749147	0.0	0.7222222	0.11764706	0.23529412	0.0	0.0625	0.8333333	2.0	2.0	0.5555556	-238.8358612060547	-337.02569580078125
38.0	34.0	3.868421	1.2592592	253.39473	2.4776533	0.0	0.7105263	0.0	0.1891892	0.027777778	0.027777778	0.73333335	5.0	6.0	0.5263158	-491.7878723144531	-765.5856323242188
13.0	13.0	4.6923075	1.0	226.46153	1.5490584	0.07692308	0.9230769	0.0	0.25	0.0	0.09090909	1.0	0.0	0.0	0.53846157	-38.714813232421875	-323.8624572753906
20.0	20.0	4.85	1.0526316	137.75	1.2703604	0.0	0.85	0.0	0.42105263	0.0	0.055555556	0.8947368	2.0	2.0	0.75	-142.8899688720703	-241.4315948486328
27.0	28.0	4.185185	1.1666666	196.88889	1.6556674	0.0	0.8518519	0.0	0.34615386	0.04	0.04	0.88461536	3.0	3.0	0.5925926	-262.58013916015625	-463.3771057128906
6.0	6.0	5.5	1.0	92.5	1.5230694	0.0	1.0	0.0	0.2	0.0	0.0	1.0	0.0	0.0	0.6666667	-16.135454177856445	-119.28766632080078
6.0	7.0	5.5	1.0	92.5	1.5230694	0.0	1.0	0.0	0.2	0.0	0.0	1.0	0.0	0.0	0.6666667	-16.135454177856445	-118.87116241455078
14.0	17.0	4.428571	1.0625	154.28572	2.1138961	0.071428575	0.85714287	0.07692308	0.30769232	0.083333336	0.0	1.0	2.0	3.0	0.5714286	-39.302791595458984	-331.9341735839844
14.0	18.0	4.428571	1.0588236	154.28572	2.1138961	0.071428575	0.85714287	0.07692308	0.30769232	0.083333336	0.0	1.0	2.0	2.0	0.5714286	-39.302791595458984	-335.2531433105469
26.0	28.0	4.8846154	1.1666666	142.26923	1.2524188	0.03846154	0.6923077	0.0	0.2	0.0	0.0	0.875	2.0	2.0	0.53846157	-283.4677734375	-562.591796875
26.0	28.0	4.8846154	1.1666666	142.26923	1.2524188	0.03846154	0.6923077	0.0	0.2	0.0	0.0	0.875	2.0	2.0	0.53846157	-283.4677734375	-562.591796875
14.0	12.0	4.285714	1.0	296.92856	2.0123217	0.0	0.9285714	0.0	0.30769232	0.083333336	0.0	1.0	2.0	2.0	0.42857143	-36.75496292114258	-129.97666931152344
14.0	12.0	4.285714	1.0	296.92856	2.0123217	0.0	0.9285714	0.0	0.30769232	0.083333336	0.0	1.0	2.0	2.0	0.42857143	-36.75496292114258	-129.97666931152344
29.0	33.0	4.793103	1.32	125.655174	1.9828457	0.06896552	0.7586207	0.035714287	0.42857143	0.0	0.11111111	0.9166667	4.0	6.0	0.6551724	-355.9985046386719	-448.1390380859375
29.0	33.0	4.793103	1.32	125.655174	1.9828457	0.06896552	0.7586207	0.035714287	0.42857143	0.0	0.11111111	0.9166667	4.0	6.0	0.6551724	-355.9985046386719	-448.1390380859375
40.0	42.0	4.125	1.4482758	338.675	2.0454786	0.0	0.95	0.051282052	0.35897437	0.02631579	0.0	0.96875	5.0	6.0	0.475	-95.0413818359375	-868.704833984375
40.0	42.0	4.125	1.4482758	338.675	2.0454786	0.0	0.95	0.051282052	0.35897437	0.02631579	0.0	0.96875	5.0	6.0	0.475	-95.0413818359375	-868.704833984375
16.0	17.0	4.1875	1.0625	150.0	1.4663196	0.0	1.0	0.06666667	0.4	0.071428575	0.0	1.0	2.0	2.0	0.4375	-34.2269172668457	-427.7757568359375
12.0	12.0	4.9166665	1.0	230.83333	0.8276777	0.0	0.6666667	0.0	0.27272728	0.0	0.0	0.72727275	0.0	0.0	0.6666667	-224.76841735839844	-322.75994873046875
16.0	15.0	4.3125	1.0714285	150.8125	2.0096443	0.0	0.75	0.06666667	0.26666668	0.0	0.0	0.75	2.0	2.0	0.625	-239.18568420410156	-245.8404083251953
27.0	27.0	3.851852	1.2272727	214.85185	1.7962472	0.0	0.8518519	0.0	0.3846154	0.0	0.12	0.875	3.0	3.0	0.5555556	-166.57229614257812	-748.3982543945312
27.0	27.0	3.851852	1.2272727	214.85185	1.7962472	0.0	0.8518519	0.0	0.3846154	0.0	0.12	0.875	3.0	3.0	0.5555556	-166.57229614257812	-748.3982543945312
37.0	47.0	4.4864864	1.4242424	176.64865	2.1630402	0.0	0.9189189	0.0	0.2777778	0.0	0.0	0.93333334	5.0	5.0	0.6216216	-197.56640625	-580.6271362304688
37.0	47.0	4.4864864	1.4242424	176.64865	2.1630402	0.0	0.9189189	0.0	0.2777778	0.0	0.0	0.93333334	5.0	5.0	0.6216216	-197.56640625	-580.6271362304688
19.0	19.0	5.7894735	1.0555556	297.10526	1.3360302	0.0	0.7894737	0.055555556	0.44444445	0.0	0.11764706	0.8235294	2.0	2.0	0.68421054	-331.2473449707031	-233.8280029296875
19.0	19.0	5.7894735	1.0555556	297.10526	1.3360302	0.0	0.7894737	0.055555556	0.44444445	0.0	0.11764706	0.8235294	2.0	2.0	0.68421054	-331.2473449707031	-233.8280029296875
27.0	37.0	3.851852	1.3214285	193.2963	2.0786395	0.0	0.8518519	0.0	0.23076923	0.04	0.04	0.95	4.0	3.0	0.44444445	-168.0410614013672	-376.7605895996094
27.0	31.0	3.851852	1.1923077	193.2963	2.0786395	0.0	0.8518519	0.0	0.23076923	0.04	0.04	0.95	4.0	4.0	0.44444445	-168.0410614013672	-464.4255065917969
27.0	31.0	3.851852	1.2916666	193.2963	2.0786395	0.0	0.8518519	0.0	0.23076923	0.04	0.04	0.95	4.0	4.0	0.44444445	-168.0410614013672	-460.6253662109375
15.0	16.0	4.2	1.0	219.93333	0.79164	0.0	1.0	0.0	0.42857143	0.0	0.15384616	1.0	0.0	0.0	0.6	-33.619712829589844	-136.58811950683594
15.0	13.0	4.2	1.0	219.93333	0.79164	0.0	1.0	0.0	0.42857143	0.0	0.15384616	1.0	0.0	0.0	0.6	-33.619712829589844	-30.06517219543457
15.0	16.0	4.2	1.0	219.93333	0.79164	0.0	1.0	0.0	0.42857143	0.0	0.15384616	1.0	0.0	0.0	0.6	-33.619712829589844	-136.58811950683594
15.0	16.0	4.266667	1.0	141.8	1.4248497	0.0	0.73333335	0.0	0.42857143	0.0	0.07692308	0.8	0.0	0.0	0.53333336	-139.020751953125	-436.6013488769531
15.0	16.0	4.266667	1.0	141.8	1.4248497	0.0	0.73333335	0.0	0.42857143	0.0	0.07692308	0.8	0.0	0.0	0.53333336	-139.020751953125	-436.6013488769531
15.0	16.0	4.266667	1.0666667	141.8	1.4248497	0.0	0.73333335	0.0	0.42857143	0.0	0.07692308	0.8	0.0	0.0	0.53333336	-139.020751953125	-239.53076171875
16.0	16.0	4.0	1.0	200.25	1.7883103	0.0	0.875	0.06666667	0.26666668	0.0	0.071428575	0.93333334	2.0	2.0	0.4375	-138.5873260498047	-431.91729736328125
16.0	16.0	4.0	1.0	200.25	1.7883103	0.0	0.875	0.06666667	0.26666668	0.0	0.071428575	0.93333334	2.0	2.0	0.4375	-138.5873260498047	-152.48092651367188
16.0	15.0	4.0	1.0714285	200.25	1.7883103	0.0	0.875	0.06666667	0.26666668	0.0	0.071428575	0.93333334	2.0	2.0	0.4375	-138.5873260498047	-238.6090545654297
16.0	15.0	4.0	1.0714285	200.25	1.7883103	0.0	0.875	0.06666667	0.26666668	0.0	0.071428575	0.93333334	2.0	2.0	0.4375	-138.5873260498047	-238.6090545654297
16.0	15.0	4.0	1.0	200.25	1.7883103	0.0	0.875	0.06666667	0.26666668	0.0	0.071428575	0.93333334	2.0	2.0	0.4375	-138.5873260498047	-338.9007263183594
16.0	15.0	4.0	1.0	200.25	1.7883103	0.0	0.875	0.06666667	0.26666668	0.0	0.071428575	0.93333334	2.0	2.0	0.4375	-138.5873260498047	-338.9007263183594
16.0	16.0	4.0	1.0	200.25	1.7883103	0.0	0.875	0.06666667	0.26666668	0.0	0.071428575	0.93333334	2.0	2.0	0.4375	-138.5873260498047	-152.48092651367188
16.0	15.0	4.0	1.0714285	200.25	1.7883103	0.0	0.875	0.06666667	0.26666668	0.0	0.071428575	0.93333334	2.0	2.0	0.4375	-138.5873260498047	-238.6090545654297
11.0	10.0	4.7272725	1.0	185.0	2.077716	0.0	0.8181818	0.0	0.4	0.11111111	0.0	0.8181818	2.0	2.0	0.54545456	-121.71979522705078	-119.76158142089844
11.0	10.0	4.7272725	1.0	185.0	2.077716	0.0	0.8181818	0.0	0.4	0.11111111	0.0	0.8181818	2.0	2.0	0.54545456	-121.71979522705078	-121.12866973876953
11.0	9.0	4.7272725	1.0	185.0	2.077716	0.0	0.8181818	0.0	0.4	0.11111111	0.0	0.8181818	2.0	0.0	0.54545456	-121.71979522705078	-220.0323944091797
11.0	9.0	4.7272725	1.0	185.0	2.077716	0.0	0.8181818	0.0	0.4	0.11111111	0.0	0.8181818	2.0	0.0	0.54545456	-121.71979522705078	-220.0323944091797
11.0	9.0	4.7272725	1.0	185.0	2.077716	0.0	0.8181818	0.0	0.4	0.11111111	0.0	0.8181818	2.0	0.0	0.54545456	-121.71979522705078	-220.0323944091797
11.0	9.0	4.7272725	1.0	185.0	2.077716	0.0	0.8181818	0.0	0.4	0.11111111	0.0	0.8181818	2.0	0.0	0.54545456	-121.71979522705078	-220.0323944091797
11.0	10.0	4.7272725	1.0	185.0	2.077716	0.0	0.8181818	0.0	0.4	0.11111111	0.0	0.8181818	2.0	2.0	0.54545456	-121.71979522705078	-121.12866973876953
